Pros_No,married,own_home,household_size,income,age,zip_code
6027,1,1,2,35,57,20832
6028,1,1,5,75,42,20187
6029,0,1,1,35,51,18940
6030,1,0,1,115,43,18901
6031,0,1,2,35,81,22630
6032,1,1,5,35,51,22601
6033,1,1,2,110,53,8360
6034,0,1,2,35,65,8016
6035,0,0,3,55,56,21015
6036,0,1,4,85,42,22193
6037,0,1,2,35,58,22152
6038,1,1,4,175,48,22003
6039,1,1,1,150,68,22003
6040,0,1,3,35,80,19087
6041,1,1,2,35,64,21044
6042,0,1,3,40,58,19152
6043,1,1,4,35,42,20147
6044,1,1,4,45,77,8757
6045,0,1,4,35,53,8226
6046,1,1,2,110,55,20782
6047,1,1,5,160,54,20832
6048,1,1,2,55,64,22192
6049,1,1,4,50,53,20815
6050,0,1,3,95,53,21702
6051,0,1,4,35,43,21401
6052,1,1,2,40,42,20109
6053,1,1,3,35,59,20817
6054,1,1,2,35,70,8087
6055,0,1,1,35,50,8055
6056,0,1,5,35,39,8055
6057,0,1,2,35,83,20906
6058,1,1,3,55,52,8322
6059,1,1,2,35,62,21244
6060,1,1,1,35,43,22305
6061,0,1,3,175,43,22205
6062,1,1,2,35,55,22180
6063,1,1,3,35,60,8096
6064,1,1,1,80,49,22901
6065,1,1,2,70,70,22033
6066,1,1,3,175,37,21286
6067,0,1,3,50,28,20124
6068,1,1,2,35,41,20815
6069,1,1,2,175,67,23185
6070,0,1,3,55,59,8648
6071,1,1,3,90,64,8226
6072,1,1,5,35,41,8540
6073,1,1,4,65,69,20186
6074,0,1,1,175,56,19083
6075,1,1,4,175,51,21108
6076,1,0,2,60,53,21286
6077,0,1,3,70,57,22310
6078,1,1,5,35,56,8075
6079,0,0,3,35,45,20904
6080,1,1,3,40,65,21401
6081,0,1,3,50,64,22152
6082,1,1,5,75,52,8080
6083,0,0,2,35,34,21042
6084,0,1,2,175,40,20016
6085,1,1,3,35,73,8757
6086,0,1,2,170,49,21136
6087,1,1,4,35,59,20854
6088,0,1,1,35,80,19128
6089,1,1,2,35,52,20176
6090,0,1,3,35,60,18901
6091,0,1,3,105,48,21784
6092,0,1,2,35,63,22602
6093,1,0,2,75,32,20003
6094,1,1,2,145,78,22124
6095,1,1,6,40,52,20120
6096,0,1,2,35,45,8050
6097,1,1,2,35,52,8742
6098,1,1,3,110,50,23113
6099,1,1,3,50,51,20715
6100,0,1,2,35,45,8021
6101,1,1,3,50,58,22405
6102,0,1,1,110,63,22182
6103,1,1,3,40,48,21012
6104,0,1,4,35,51,20832
6105,1,0,1,35,51,20015
6106,0,0,2,35,76,22630
6107,0,0,2,35,56,22630
6108,1,1,3,35,43,8075
6109,1,1,2,70,59,21117
6110,1,1,3,35,57,20878
6111,1,1,4,35,68,20715
6112,0,1,3,80,73,22066
6113,1,1,5,35,48,19119
6114,0,1,2,40,34,20175
6115,1,1,4,90,52,21042
6116,1,1,3,35,53,21035
6117,1,1,3,115,52,22039
6118,1,1,2,175,39,8505
6119,1,1,3,55,59,19010
6120,1,1,4,100,38,20147
6121,0,1,4,55,66,20176
6122,1,1,2,110,62,20854
6123,1,1,3,120,60,22101
6124,1,1,3,110,41,8527
6125,0,1,1,45,81,8054
6126,0,0,2,35,82,19067
6127,0,1,1,60,53,20852
6128,1,1,4,45,52,19149
6129,0,1,1,80,56,8755
6130,1,1,2,35,79,20175
6131,1,1,2,100,47,22911
6132,0,1,3,90,56,8753
6133,1,1,4,35,42,21212
6134,1,1,4,50,46,23229
6135,0,1,2,50,61,8540
6136,1,1,2,35,86,20902
6137,0,1,2,35,59,20117
6138,1,1,1,45,67,22193
6139,0,1,1,60,72,22310
6140,1,1,3,55,52,8003
6141,1,1,3,35,85,21212
6142,0,1,2,60,73,21093
6143,0,1,5,80,40,22405
6144,1,1,3,115,52,21157
6145,1,1,6,70,44,22003
6146,0,1,1,35,47,8051
6147,0,1,4,35,42,20110
6148,1,1,5,130,42,8628
6149,0,0,2,130,86,19096
6150,1,1,3,35,43,22003
6151,0,1,2,35,53,21771
6152,1,1,3,175,74,22101
6153,1,1,4,65,50,21157
6154,1,1,4,145,38,20175
6155,1,1,4,100,35,21146
6156,1,1,5,40,50,22315
6157,1,1,2,35,85,8204
6158,1,1,3,35,45,22039
6159,0,0,2,35,35,22911
6160,1,1,2,60,83,22181
6161,1,1,2,35,86,8226
6162,1,1,3,55,42,20876
6163,0,1,2,65,62,8302
6164,0,1,1,35,44,21113
6165,1,1,1,35,90,8053
6166,0,1,3,35,55,22302
6167,1,0,3,90,56,22601
6168,0,1,5,35,59,21144
6169,1,1,3,115,58,21228
6170,0,1,3,75,57,8078
6171,1,1,3,35,63,21117
6172,0,1,1,80,49,21209
6173,1,1,3,50,65,22181
6174,1,1,2,35,36,20814
6175,1,1,2,35,67,8610
6176,1,1,2,55,55,20707
6177,1,1,3,125,38,23233
6178,0,1,4,35,66,19096
6179,1,1,3,105,61,21093
6180,1,1,2,35,60,20190
6181,0,1,5,35,48,22026
6182,1,1,2,35,53,19067
6183,0,1,1,35,40,18940
6184,1,1,4,35,53,21042
6185,0,1,1,35,80,20817
6186,1,1,1,35,73,21030
6187,1,1,2,70,55,23185
6188,1,1,4,35,41,20148
6189,1,1,2,35,72,22205
6190,1,1,4,85,35,19038
6191,1,1,2,35,69,8753
6192,1,1,1,35,71,22901
6193,1,1,4,175,60,22039
6194,1,1,5,35,48,21030
6195,0,1,4,35,47,20724
6196,1,1,3,35,55,21136
6197,0,1,2,85,74,8022
6198,0,1,2,40,29,20009
6199,1,1,3,35,80,20194
6200,0,1,5,35,42,20181
6201,0,1,1,175,54,20815
6202,0,1,3,35,56,22407
6203,0,1,1,55,37,8085
6204,1,1,1,60,79,8050
6205,1,1,1,50,39,21212
6206,0,1,1,35,70,8201
6207,1,1,2,65,59,21228
6208,1,1,3,175,50,22101
6209,1,0,3,35,51,22102
6210,0,1,1,65,53,8619
6211,1,1,2,90,53,22079
6212,1,1,3,35,50,21136
6213,1,1,2,35,65,21054
6214,1,1,4,65,40,20002
6215,1,1,2,95,35,20854
6216,1,1,5,35,54,8731
6217,0,1,3,115,52,22309
6218,1,1,2,35,48,20906
6219,1,1,2,175,66,23185
6220,0,1,3,160,67,23233
6221,0,1,1,35,49,20009
6222,0,0,1,60,39,22201
6223,1,1,4,165,44,21774
6224,1,1,2,175,62,20833
6225,1,0,1,55,51,22201
6226,1,1,1,35,56,21037
6227,0,1,3,35,58,21074
6228,1,1,5,90,51,21228
6229,0,1,4,35,40,23229
6230,0,1,4,175,54,20120
6231,0,1,1,35,87,19128
6232,1,1,1,70,63,20814
6233,0,1,2,75,62,20194
6234,1,1,3,35,42,8060
6235,1,1,2,50,69,8690
6236,1,1,2,35,60,22039
6237,1,1,6,60,55,8005
6238,0,1,3,175,59,20854
6239,0,1,2,90,34,8648
6240,1,1,3,60,50,20171
6241,1,1,3,75,51,22044
6242,1,1,3,35,59,19006
6243,1,1,3,75,46,22309
6244,0,0,1,40,52,20036
6245,0,1,3,35,51,21136
6246,0,0,1,35,43,22901
6247,1,1,4,35,37,19154
6248,1,1,4,35,60,20715
6249,1,1,3,50,54,20171
6250,1,1,2,40,37,20794
6251,0,1,3,115,54,8742
6252,1,1,2,35,54,22041
6253,1,1,2,175,51,20878
6254,0,1,2,35,53,21046
6255,0,1,3,35,45,21797
6256,1,1,1,35,54,21207
6257,1,1,5,55,45,8520
6258,0,1,4,35,56,8090
6259,0,1,2,65,54,20902
6260,1,1,1,35,34,20009
6261,0,1,2,50,61,20895
6262,1,1,3,50,58,20874
6263,1,1,6,35,49,20910
6264,1,1,3,35,56,20816
6265,1,1,3,80,54,21234
6266,1,1,2,40,63,21015
6267,0,1,3,125,52,20151
6268,1,1,3,175,43,18966
6269,1,1,2,55,50,21093
6270,1,1,5,35,40,8550
6271,0,1,4,105,74,21054
6272,0,1,2,90,72,21093
6273,1,1,6,175,48,20816
6274,0,1,3,35,50,8050
6275,0,1,2,35,32,22401
6276,1,1,1,35,53,22032
6277,1,1,2,35,63,19154
6278,0,1,2,35,39,21701
6279,1,1,2,175,74,8053
6280,0,1,2,35,61,8003
6281,0,1,3,45,52,21113
6282,1,1,5,175,71,8527
6283,1,0,1,40,37,22003
6284,0,0,4,35,52,21044
6285,0,1,2,70,62,19446
6286,0,1,3,145,48,23229
6287,1,1,6,45,46,21227
6288,0,1,4,35,51,20740
6289,0,1,4,35,48,20715
6290,0,1,4,90,61,20170
6291,1,1,4,120,59,23113
6292,0,1,2,65,71,21042
6293,0,1,2,45,45,20164
6294,0,1,1,40,59,20910
6295,0,1,5,100,56,23113
6296,0,1,6,65,59,22312
6297,0,1,1,75,49,20770
6298,0,1,3,35,58,21230
6299,1,1,2,175,74,20176
6300,1,1,5,35,44,21014
6301,1,1,3,130,57,20854
6302,1,1,2,35,48,19053
6303,1,1,3,75,47,20853
6304,0,1,2,35,44,19149
6305,1,1,2,35,55,8053
6306,1,1,2,105,62,20181
6307,1,1,3,130,49,22302
6308,0,1,4,150,51,8080
6309,0,0,3,35,47,19087
6310,0,1,4,35,57,8215
6311,1,1,2,45,71,8723
6312,0,1,1,55,69,21014
6313,1,1,5,85,37,23229
6314,0,1,3,70,33,21074
6315,1,1,3,100,45,20141
6316,1,1,3,135,53,24060
6317,1,0,1,35,54,20878
6318,1,1,4,35,65,20152
6319,1,1,3,175,66,19002
6320,1,1,2,35,56,21701
6321,1,1,4,35,55,20155
6322,1,1,2,50,43,22401
6323,1,1,3,35,33,21014
6324,1,1,2,35,63,22308
6325,0,1,3,35,45,20878
6326,1,1,2,35,65,22193
6327,1,1,2,130,40,21230
6328,1,1,4,35,68,19119
6329,0,1,2,60,41,20002
6330,1,1,2,35,71,20815
6331,1,1,3,40,64,20016
6332,1,1,2,35,80,8053
6333,0,1,2,35,37,22079
6334,1,1,3,35,51,19067
6335,1,1,4,35,47,8080
6336,1,1,5,105,39,8648
6337,1,1,5,175,48,22079
6338,1,1,1,115,89,18940
6339,1,1,4,175,45,22101
6340,0,1,2,35,69,21702
6341,1,1,2,175,46,8330
6342,0,1,3,65,45,21014
6343,1,1,2,35,67,20854
6344,1,1,2,160,58,8742
6345,1,1,5,35,78,8096
6346,1,1,4,175,46,20854
6347,0,1,1,35,77,8520
6348,0,1,1,35,39,20186
6349,0,1,2,35,51,8051
6350,1,1,1,35,27,8055
6351,0,0,1,60,77,21228
6352,1,1,5,35,43,20170
6353,1,1,6,35,51,19083
6354,1,1,4,135,55,23233
6355,0,1,4,160,43,19002
6356,1,0,1,35,89,19128
6357,1,1,4,105,41,20181
6358,1,1,4,35,53,22301
6359,1,1,4,140,60,8550
6360,1,1,5,145,57,22015
6361,1,1,1,35,52,20904
6362,1,1,3,35,41,20147
6363,1,1,2,35,44,21014
6364,1,0,1,35,50,19135
6365,0,1,3,35,59,20901
6366,0,0,3,35,48,22308
6367,1,1,3,35,57,8060
6368,0,1,4,125,60,20170
6369,0,1,5,105,47,22407
6370,1,1,4,35,55,21044
6371,1,1,2,85,37,18940
6372,1,1,2,35,36,20170
6373,0,0,1,150,71,8361
6374,1,1,3,35,59,22307
6375,1,1,3,175,59,22102
6376,0,1,3,45,68,21701
6377,0,1,1,175,55,18901
6378,0,1,3,35,59,22901
6379,0,1,3,45,61,20878
6380,0,1,1,35,81,20906
6381,0,0,2,35,64,19149
6382,0,1,1,35,53,20015
6383,1,1,2,35,55,21401
6384,0,1,1,35,44,20003
6385,0,1,2,60,53,8033
6386,1,1,2,45,53,22901
6387,0,1,3,35,40,8361
6388,1,1,3,65,72,8753
6389,0,1,3,45,78,8540
6390,1,1,3,35,64,8302
6391,0,1,2,35,62,20905
6392,0,1,2,85,55,20854
6393,1,1,2,115,74,8816
6394,0,1,3,95,40,8012
6395,0,1,1,125,82,22003
6396,0,0,3,35,31,20016
6397,1,1,2,35,70,8757
6398,1,1,6,40,41,8016
6399,1,1,3,35,50,21074
6400,1,1,6,175,47,22153
6401,1,1,5,50,53,21204
6402,1,1,2,165,60,8628
6403,0,1,1,55,35,21209
6404,1,1,2,95,57,20016
6405,1,0,2,35,57,20118
6406,0,1,2,35,34,19087
6407,1,1,4,165,66,22304
6408,0,1,4,65,69,20853
6409,1,1,3,35,43,20112
6410,0,1,1,35,56,22066
6411,1,1,3,35,60,8055
6412,0,1,2,50,77,8088
6413,1,1,3,35,56,8723
6414,1,1,1,65,65,22308
6415,1,1,1,55,48,22124
6416,0,1,4,75,63,18901
6417,0,1,3,175,62,21108
6418,1,1,5,40,42,8062
6419,0,1,3,35,56,23233
6420,1,1,3,35,58,22401
6421,1,1,3,90,45,22306
6422,0,1,1,60,52,22314
6423,1,1,1,95,46,20902
6424,1,1,5,65,51,22003
6425,1,1,4,140,38,8873
6426,0,1,4,35,46,8620
6427,1,0,2,150,51,22601
6428,0,1,3,55,72,20815
6429,0,0,2,35,62,23185
6430,1,1,2,35,43,8062
6431,1,1,1,35,60,8244
6432,1,1,3,65,62,20882
6433,1,1,3,35,54,21286
6434,0,1,2,35,59,22204
6435,0,1,3,35,51,19006
6436,1,1,2,115,56,19046
6437,0,1,3,60,46,8332
6438,0,1,3,175,68,19010
6439,0,1,1,35,64,18940
6440,1,1,3,35,40,22401
6441,0,1,3,70,49,22039
6442,1,1,3,35,77,21093
6443,0,1,2,55,49,20723
6444,1,0,2,50,46,20901
6445,0,1,2,35,65,21224
6446,0,1,2,90,59,20171
6447,1,1,3,75,63,20895
6448,1,1,3,130,73,22207
6449,1,1,2,95,52,7728
6450,0,1,1,40,81,19115
6451,1,1,4,95,38,21784
6452,0,1,2,115,30,21771
6453,1,1,2,70,42,23233
6454,1,0,3,65,63,21286
6455,1,1,4,35,45,22032
6456,0,1,2,45,41,20181
6457,1,1,2,80,42,24060
6458,1,1,4,35,54,20191
6459,1,1,2,35,63,19010
6460,0,1,1,35,66,22032
6461,0,1,2,35,36,22205
6462,1,1,4,35,54,22079
6463,0,1,4,35,43,20112
6464,1,0,1,35,44,8043
6465,0,1,6,35,48,19047
6466,1,1,3,35,47,21117
6467,0,1,5,45,42,20132
6468,1,1,2,40,61,22015
6469,1,1,2,75,65,8690
6470,1,1,4,75,46,21117
6471,1,0,1,35,44,19053
6472,0,1,4,45,73,22308
6473,1,1,5,60,65,8034
6474,0,1,2,35,61,22030
6475,1,1,3,175,36,22901
6476,1,1,2,110,55,21401
6477,0,1,1,145,40,20816
6478,1,1,1,35,79,20910
6479,1,1,8,35,41,7728
6480,1,1,3,35,44,22901
6481,1,1,3,35,49,22003
6482,1,1,3,35,80,18940
6483,0,0,2,80,59,22030
6484,0,0,1,35,60,8008
6485,0,0,1,35,31,22206
6486,0,1,1,35,50,22192
6487,0,1,2,175,59,22043
6488,1,0,2,50,76,21117
6489,1,1,2,35,37,22102
6490,0,1,5,35,50,8050
6491,1,1,3,35,47,8406
6492,1,1,5,150,47,20175
6493,0,1,3,35,67,8210
6494,1,1,4,40,63,18966
6495,1,1,2,35,82,20112
6496,0,1,6,100,39,22911
6497,1,1,2,35,73,21054
6498,0,1,3,35,50,22066
6499,0,0,2,70,54,8055
6500,1,1,3,75,71,8053
6501,1,1,3,35,37,19128
6502,1,1,4,45,61,8003
6503,1,1,2,35,48,19446
6504,1,1,4,35,44,8098
6505,1,1,1,35,85,19038
6506,1,1,4,35,38,21114
6507,1,1,2,35,44,21146
6508,0,1,2,35,37,20191
6509,1,1,4,100,39,20132
6510,1,1,4,65,55,18901
6511,1,1,5,175,52,20816
6512,1,1,1,50,82,20008
6513,0,1,1,140,57,20910
6514,0,1,1,155,71,21030
6515,1,1,5,35,48,21042
6516,1,1,2,160,50,22191
6517,0,1,3,35,75,20855
6518,0,1,1,35,63,8108
6519,0,1,3,35,84,21401
6520,0,1,1,35,42,20002
6521,1,1,4,80,59,18940
6522,1,1,2,40,54,8691
6523,0,0,1,35,60,19087
6524,0,1,2,65,56,21046
6525,0,1,3,35,44,8620
6526,0,1,3,175,62,22032
6527,0,1,1,100,58,8742
6528,0,1,3,40,46,8065
6529,1,1,2,35,45,21104
6530,0,0,1,80,65,21244
6531,1,1,6,35,43,19020
6532,0,1,2,50,62,22611
6533,1,1,3,35,66,21702
6534,0,1,3,175,39,20124
6535,0,0,2,140,44,22046
6536,0,1,3,35,52,20707
6537,1,1,2,95,59,22201
6538,1,1,1,35,64,8759
6539,1,1,3,55,51,22153
6540,1,1,3,35,60,8244
6541,0,1,3,35,57,20180
6542,1,1,2,35,54,21093
6543,1,1,3,35,68,22124
6544,1,1,4,65,43,8005
6545,1,1,1,40,73,19067
6546,1,1,2,45,61,22102
6547,1,1,4,175,65,21401
6548,0,1,7,135,45,7728
6549,0,1,3,50,53,21234
6550,0,1,1,35,58,20861
6551,1,1,2,55,57,21015
6552,0,1,1,35,31,7728
6553,0,1,2,45,76,8742
6554,1,1,4,35,44,21122
6555,0,1,2,40,49,20854
6556,1,0,5,75,50,8332
6557,1,1,3,75,36,21015
6558,1,1,2,75,46,8690
6559,1,1,2,35,33,20009
6560,1,1,4,75,52,19446
6561,1,1,2,35,75,21131
6562,1,1,2,35,64,8080
6563,1,1,4,35,44,23113
6564,1,1,6,175,39,21702
6565,1,1,7,35,53,21042
6566,0,1,5,35,79,22207
6567,1,1,5,110,42,8054
6568,0,1,1,35,62,22003
6569,1,1,1,120,70,22209
6570,0,1,6,175,49,22032
6571,1,1,4,175,66,8759
6572,1,1,2,35,63,21204
6573,1,1,3,65,50,22031
6574,1,1,2,35,48,22630
6575,1,1,3,50,54,21061
6576,1,1,1,80,61,22193
6577,0,1,2,35,59,8554
6578,1,1,4,45,55,20708
6579,1,1,1,35,52,8007
6580,0,0,1,35,55,22901
6581,1,1,4,35,30,19083
6582,0,1,2,45,65,20816
6583,0,1,2,35,32,22101
6584,1,1,4,35,54,20895
6585,0,1,4,45,39,20115
6586,0,1,3,35,40,21797
6587,0,0,5,115,43,8053
6588,1,1,4,110,45,21204
6589,0,1,1,35,59,22405
6590,1,1,3,95,57,8009
6591,0,1,5,35,52,22030
6592,1,1,3,35,59,7726
6593,1,1,2,130,61,22101
6594,1,1,2,35,75,20187
6595,1,1,2,35,53,8075
6596,1,1,3,35,79,18940
6597,1,1,2,175,41,22102
6598,1,1,3,40,79,21014
6599,1,1,2,35,84,20815
6600,0,1,1,175,48,21032
6601,0,1,2,80,53,21702
6602,1,1,4,130,38,21108
6603,1,1,3,35,58,21208
6604,0,1,4,35,63,21158
6605,0,1,1,70,57,22312
6606,1,1,1,35,46,21228
6607,1,1,4,175,66,24060
6608,1,1,4,65,66,22310
6609,0,1,2,115,40,8033
6610,1,1,2,35,61,8628
6611,1,1,3,155,77,22309
6612,1,1,2,60,81,20117
6613,1,1,4,75,43,21015
6614,1,1,3,35,52,8226
6615,1,1,3,90,61,21244
6616,1,1,3,85,44,22079
6617,0,1,1,55,42,8210
6618,1,1,4,35,67,20110
6619,1,1,5,35,60,21093
6620,0,1,7,45,52,21133
6621,1,1,7,95,78,21784
6622,1,1,3,35,66,8015
6623,1,0,2,35,38,23185
6624,1,1,3,35,51,21229
6625,0,1,3,35,51,19147
6626,0,1,4,35,64,19128
6627,0,1,4,35,44,20832
6628,0,1,5,40,38,20171
6629,1,1,3,110,52,21042
6630,1,1,5,50,37,21136
6631,1,1,4,50,47,8002
6632,0,1,1,35,74,19446
6633,1,1,9,175,41,19087
6634,1,0,1,85,62,20016
6635,1,1,3,35,59,21035
6636,1,1,4,160,50,21157
6637,1,1,2,45,63,8057
6638,0,1,5,35,51,22039
6639,1,1,1,35,61,22192
6640,1,1,1,35,52,20910
6641,0,1,1,35,57,8234
6642,1,1,1,35,85,22209
6643,0,1,3,85,74,21228
6644,1,1,2,80,51,8033
6645,1,1,4,65,58,18901
6646,0,1,2,35,41,20175
6647,0,1,3,35,58,8244
6648,1,1,4,35,58,8109
6649,1,1,5,150,46,18966
6650,1,1,2,80,28,8088
6651,0,1,3,40,27,8048
6652,1,1,1,85,66,8873
6653,1,0,1,35,30,20910
6654,1,0,6,175,44,21784
6655,1,1,2,70,66,21093
6656,0,1,2,130,52,8731
6657,0,0,1,35,35,21218
6658,1,1,4,35,56,21044
6659,1,1,2,85,71,8505
6660,0,1,2,35,80,22030
6661,1,0,1,35,34,20016
6662,1,1,4,60,59,21209
6663,0,1,3,45,56,22033
6664,1,1,3,60,54,8075
6665,1,1,3,175,55,21093
6666,0,1,1,35,53,20109
6667,0,1,4,65,40,20112
6668,0,1,1,35,45,20180
6669,1,1,3,35,38,20016
6670,0,1,2,35,78,21060
6671,1,1,3,35,46,19083
6672,1,1,3,150,48,21227
6673,1,1,2,50,38,22204
6674,1,1,2,105,28,22182
6675,1,1,2,35,62,20832
6676,1,1,2,35,64,20814
6677,1,1,3,35,43,8043
6678,1,1,6,150,54,20854
6679,1,1,2,110,32,8540
6680,1,1,2,175,55,20008
6681,1,1,4,45,59,21093
6682,1,1,4,35,44,21074
6683,1,1,2,35,58,19446
6684,0,1,3,55,58,21015
6685,1,1,3,35,55,19083
6686,1,1,3,160,46,22205
6687,0,0,2,35,68,8759
6688,0,1,2,35,65,22304
6689,1,1,1,55,63,20901
6690,0,1,2,95,69,8077
6691,1,1,5,35,43,8540
6692,1,1,1,40,63,19136
6693,0,1,1,90,75,20895
6694,1,1,4,175,65,19038
6695,0,1,1,35,34,20165
6696,0,1,3,35,42,23233
6697,1,1,2,35,49,20165
6698,1,1,5,35,45,21146
6699,1,1,1,75,48,20901
6700,0,1,3,170,78,8873
6701,1,1,2,35,48,20874
6702,1,1,1,140,55,20895
6703,1,1,4,35,70,21035
6704,1,1,2,175,51,8360
6705,1,1,2,35,58,24060
6706,0,1,6,45,38,22193
6707,1,1,2,35,56,8731
6708,1,1,3,95,51,8080
6709,1,1,1,175,42,19087
6710,0,1,2,110,38,21157
6711,1,1,3,175,57,20853
6712,1,1,3,45,59,22152
6713,0,1,1,75,48,22079
6714,1,1,4,150,53,8008
6715,1,1,2,175,46,20170
6716,1,1,5,35,44,19147
6717,0,0,2,60,58,21208
6718,1,1,4,35,55,8691
6719,0,1,4,115,56,20124
6720,1,0,1,35,38,8330
6721,1,1,5,100,60,21136
6722,0,1,3,35,56,8062
6723,0,1,3,35,45,8610
6724,1,1,2,35,64,8046
6725,0,1,1,45,68,21236
6726,1,1,4,150,64,20861
6727,1,1,3,175,32,20169
6728,0,1,3,35,43,21093
6729,1,0,1,55,55,21771
6730,0,1,5,120,52,23113
6731,1,1,2,50,35,20901
6732,1,1,1,35,50,21136
6733,1,1,3,55,36,8505
6734,1,1,4,160,50,21093
6735,1,1,6,65,38,20110
6736,0,1,3,35,62,22207
6737,0,1,4,175,52,8550
6738,1,1,2,90,67,8003
6739,0,1,2,60,47,23113
6740,1,1,5,65,61,8690
6741,1,1,4,165,78,22903
6742,1,1,2,35,73,19096
6743,1,1,5,45,43,23229
6744,1,1,4,95,50,8108
6745,1,1,4,130,68,8534
6746,0,1,2,55,80,19010
6747,1,1,2,35,65,21702
6748,0,1,3,35,46,19067
6749,1,1,2,155,63,8043
6750,1,1,5,80,33,21122
6751,1,1,5,130,70,22003
6752,1,1,4,35,45,8873
6753,1,1,4,35,42,19087
6754,0,1,2,35,75,8002
6755,1,1,3,35,57,22032
6756,0,1,3,35,46,22207
6757,0,1,2,35,67,19128
6758,0,1,1,100,72,22202
6759,1,1,5,65,48,21030
6760,0,1,1,175,44,22042
6761,1,1,2,55,52,21236
6762,1,1,4,50,32,8052
6763,1,1,2,35,42,8757
6764,1,1,2,65,68,21229
6765,1,1,1,90,72,20905
6766,0,1,3,175,76,21212
6767,1,0,3,70,29,22554
6768,0,1,3,50,39,8648
6769,0,1,7,35,49,20816
6770,0,1,5,50,67,19103
6771,1,1,2,35,48,19083
6772,1,1,3,105,76,20852
6773,1,1,2,65,86,8816
6774,1,1,1,35,81,19128
6775,1,1,2,35,48,19096
6776,0,1,3,160,50,21738
6777,1,1,4,135,65,8204
6778,1,1,4,80,61,21210
6779,0,1,2,35,69,20744
6780,0,0,1,85,29,22901
6781,0,1,4,120,65,20037
6782,1,1,5,75,53,23185
6783,0,1,3,35,58,8087
6784,1,0,3,45,62,8701
6785,1,1,5,35,48,19083
6786,1,1,3,125,45,21014
6787,1,1,3,175,58,8648
6788,0,1,5,95,50,20171
6789,0,1,4,35,52,23185
6790,1,1,6,35,41,8015
6791,0,0,1,35,55,18940
6792,0,1,4,115,52,21030
6793,1,1,2,40,61,19038
6794,0,1,1,90,53,23113
6795,0,1,2,175,35,22314
6796,1,1,3,80,55,20815
6797,1,1,2,175,73,21701
6798,1,0,2,35,83,22044
6799,1,1,3,35,46,20147
6800,1,1,1,110,80,8012
6801,1,1,2,45,57,22308
6802,1,1,1,35,84,8759
6803,0,1,3,80,52,22554
6804,1,1,1,35,78,19135
6805,0,1,1,75,46,21117
6806,1,1,2,35,52,23113
6807,1,1,2,65,37,20120
6808,0,1,4,175,47,20817
6809,1,1,3,65,67,20191
6810,0,1,5,35,46,19002
6811,1,1,4,90,55,20181
6812,0,1,1,55,59,20740
6813,0,1,2,175,54,22043
6814,0,1,1,35,59,18966
6815,1,1,2,35,32,8088
6816,1,1,2,50,75,8083
6817,1,1,6,35,50,8060
6818,1,1,3,110,61,18901
6819,1,1,3,40,55,20124
6820,1,1,2,45,62,22554
6821,0,0,7,35,52,19087
6822,1,1,2,35,37,8037
6823,0,1,4,35,57,8033
6824,0,1,3,105,57,20910
6825,0,0,1,55,47,21046
6826,0,1,4,35,45,8048
6827,1,1,1,35,57,21093
6828,1,0,2,35,63,20902
6829,0,1,1,95,41,20910
6830,0,1,3,35,52,20854
6831,1,1,4,35,43,19087
6832,1,1,3,35,72,8759
6833,0,1,3,40,59,21054
6834,1,1,3,95,47,20901
6835,1,1,2,35,80,8755
6836,1,1,2,45,39,22041
6837,1,1,2,50,67,20705
6838,1,1,5,35,46,8057
6839,1,1,2,55,73,21054
6840,1,1,2,85,67,21012
6841,0,1,1,175,40,22101
6842,1,0,1,40,48,8054
6843,1,1,4,65,49,20878
6844,0,1,5,85,61,8690
6845,1,0,2,35,38,8098
6846,0,1,1,100,65,18901
6847,1,1,3,35,76,18966
6848,0,1,4,80,67,8088
6849,1,1,4,120,40,8053
6850,0,1,1,35,73,8540
6851,1,1,4,90,50,22030
6852,0,1,3,175,68,21114
6853,1,1,3,175,48,20111
6854,0,1,3,50,65,22101
6855,1,1,2,130,38,20191
6856,0,0,1,65,40,22209
6857,0,1,2,80,58,22153
6858,1,1,4,35,44,20124
6859,1,0,4,35,55,8540
6860,1,1,5,35,47,8053
6861,1,1,4,35,47,21701
6862,0,1,3,35,45,19067
6863,1,1,3,35,59,8053
6864,1,1,3,35,49,20872
6865,1,1,2,35,41,20190
6866,0,0,1,45,30,8053
6867,1,1,4,45,49,19002
6868,1,1,2,35,80,8724
6869,0,1,4,35,28,22310
6870,0,1,3,35,73,20853
6871,1,1,6,80,48,8088
6872,1,1,1,35,51,20112
6873,1,1,4,175,46,23233
6874,0,1,4,35,65,8204
6875,1,1,4,35,57,22032
6876,1,1,2,35,49,21061
6877,0,1,1,35,49,8540
6878,1,1,4,35,48,18940
6879,1,1,3,35,48,8062
6880,1,1,2,35,65,21210
6881,1,1,1,75,61,21163
6882,1,1,4,65,53,21042
6883,1,1,2,35,80,8008
6884,0,1,4,35,36,22181
6885,0,0,4,90,47,23185
6886,1,1,3,45,29,8620
6887,0,1,4,35,62,21702
6888,0,1,3,45,32,8360
6889,0,1,3,175,40,23233
6890,1,1,2,65,35,22032
6891,1,1,2,35,52,19096
6892,0,1,1,35,52,21046
6893,0,1,6,175,68,22901
6894,0,1,4,175,30,20815
6895,1,1,5,35,43,20191
6896,1,1,3,35,50,20155
6897,0,1,4,130,55,19128
6898,1,1,2,175,63,22903
6899,1,1,4,35,56,20861
