Pros_No,married,own_home,household_size,income,age,zip_code
2033,1,1,5,35,55,22192
2034,0,0,1,35,33,22207
2035,0,1,1,65,29,21114
2036,0,1,3,50,67,20854
2037,0,0,2,35,26,20770
2038,0,1,4,90,55,8540
2039,0,1,3,35,58,21048
2040,1,1,3,145,52,20904
2041,1,0,2,35,47,22192
2042,0,1,5,35,62,21037
2043,0,1,2,120,50,8094
2044,0,1,1,35,44,21218
2045,1,1,5,90,39,20170
2046,1,1,2,80,54,22701
2047,0,1,4,125,38,20170
2048,1,1,2,35,70,21037
2049,0,1,3,45,54,19067
2050,1,1,3,50,42,20176
2051,1,1,1,35,56,19046
2052,0,1,2,125,47,8085
2053,0,0,3,35,49,20120
2054,1,1,3,175,72,19154
2055,0,1,2,90,59,21037
2056,1,1,2,150,48,20852
2057,0,1,3,115,56,20815
2058,1,1,1,110,55,18901
2059,1,1,5,70,56,20187
2060,0,1,4,40,68,22405
2061,0,0,2,35,36,20186
2062,1,1,4,35,50,21037
2063,1,1,3,35,75,22101
2064,0,0,1,35,45,20832
2065,1,1,3,45,43,20852
2066,1,1,2,35,87,22308
2067,0,0,3,125,25,8098
2068,0,1,1,165,36,20009
2069,1,1,5,35,47,20191
2070,1,1,1,35,68,22046
2071,1,1,1,45,84,8628
2072,1,1,2,35,58,19067
2073,0,1,2,35,75,8046
2074,1,1,5,35,52,22182
2075,1,1,2,65,50,22079
2076,0,1,1,35,64,20015
2077,0,1,1,175,36,22015
2078,0,1,5,35,56,22032
2079,0,1,4,175,58,21403
2080,0,1,3,175,64,8008
2081,1,1,3,40,85,21108
2082,1,1,4,175,42,23229
2083,1,1,6,65,39,8037
2084,0,1,4,35,44,19096
2085,0,1,3,35,50,22003
2086,1,0,1,50,51,21236
2087,0,1,2,175,72,20186
2088,1,1,3,35,57,20111
2089,0,1,3,160,39,20853
2090,0,1,7,40,78,22903
2091,0,1,5,110,47,19002
2092,1,1,1,35,40,20007
2093,1,1,3,35,56,22101
2094,0,1,4,100,48,8080
2095,1,1,3,40,57,20783
2096,1,1,5,75,60,21030
2097,1,1,3,175,63,20901
2098,1,1,3,35,46,19047
2099,1,1,2,75,48,22305
2100,1,1,6,75,40,21158
2101,0,1,2,100,63,8210
2102,1,0,2,35,68,8742
2103,1,1,6,35,52,8077
2104,0,1,4,45,41,21114
2105,1,1,6,35,41,8080
2106,1,1,2,105,77,21030
2107,1,1,2,35,66,8302
2108,1,1,2,90,46,20120
2109,0,1,4,55,59,8520
2110,1,1,5,40,50,8332
2111,0,1,4,70,52,20191
2112,0,0,2,35,29,21218
2113,0,1,1,35,73,21784
2114,0,1,1,45,74,8534
2115,1,1,1,35,47,22201
2116,1,1,4,35,42,21401
2117,0,1,3,35,40,8062
2118,1,0,1,70,37,20852
2119,1,1,3,130,50,22901
2120,0,1,3,35,54,8225
2121,1,1,2,35,75,19116
2122,1,1,4,175,42,20852
2123,1,1,3,45,68,21209
2124,0,1,3,35,71,8094
2125,0,1,1,35,81,8610
2126,0,1,2,35,51,20191
2127,1,1,3,35,45,21234
2128,1,1,7,35,43,19047
2129,1,1,2,150,76,19010
2130,1,1,1,70,61,22015
2131,1,1,5,75,79,8010
2132,1,1,2,40,71,20852
2133,1,1,3,60,65,22903
2134,1,1,2,105,59,8610
2135,0,1,3,35,50,21771
2136,1,1,4,60,60,8204
2137,1,1,2,85,47,19128
2138,1,1,2,35,36,22032
2139,1,1,2,140,55,20815
2140,0,1,5,40,53,8003
2141,1,1,2,175,59,8221
2142,1,1,2,75,63,22066
2143,0,1,2,105,56,8068
2144,0,1,4,35,55,20850
2145,0,1,1,40,56,20708
2146,1,1,4,135,62,20832
2147,1,1,1,35,61,23229
2148,1,1,4,80,53,8043
2149,1,1,1,35,56,22311
2150,1,1,5,90,41,20158
2151,0,1,4,175,47,20815
2152,0,1,1,100,36,22032
2153,1,1,1,60,57,18966
2154,1,1,2,35,34,21015
2155,1,1,1,55,48,21774
2156,1,1,3,35,43,8043
2157,0,1,2,50,46,19006
2158,0,1,1,35,68,20110
2159,0,1,4,95,52,22407
2160,0,1,3,35,38,20132
2161,1,1,2,60,44,21771
2162,0,1,1,35,46,8873
2163,0,1,2,40,52,21044
2164,0,1,2,175,62,21146
2165,1,1,4,35,48,21054
2166,1,1,2,60,50,20874
2167,1,1,3,175,45,8084
2168,0,1,2,35,57,19006
2169,0,1,2,35,47,21093
2170,0,1,4,35,52,20147
2171,1,1,2,35,82,21228
2172,0,1,3,35,86,22309
2173,1,1,3,35,64,8723
2174,0,1,1,125,80,21227
2175,0,1,6,85,45,21234
2176,1,1,2,80,61,20740
2177,1,1,5,100,47,8221
2178,1,1,2,35,60,23229
2179,0,1,1,75,62,20009
2180,1,1,2,75,46,7728
2181,1,1,2,35,67,19116
2182,1,1,2,35,55,8742
2183,1,0,5,40,40,23185
2184,0,1,6,95,36,23229
2185,1,0,1,45,35,22310
2186,0,1,1,90,42,22601
2187,0,1,1,50,58,20175
2188,1,1,5,35,63,8054
2189,1,1,1,35,72,22003
2190,1,1,1,35,68,8724
2191,1,1,4,120,45,20852
2192,0,1,2,35,51,20744
2193,0,1,3,115,51,19130
2194,1,1,3,35,55,19083
2195,0,1,4,35,52,20832
2196,1,1,4,175,45,21044
2197,0,1,4,70,50,8550
2198,0,1,3,115,62,22309
2199,1,1,4,40,72,24060
2200,0,1,2,35,57,20111
2201,0,1,1,80,41,20912
2202,1,1,3,35,65,21113
2203,1,1,6,35,53,19087
2204,0,1,3,35,32,8053
2205,0,1,2,85,47,20833
2206,0,0,1,55,39,20879
2207,1,1,4,175,48,7728
2208,1,1,2,35,60,20874
2209,1,1,2,45,68,22151
2210,0,1,2,45,53,21136
2211,0,1,3,45,57,20832
2212,0,1,2,35,53,19111
2213,1,1,2,35,76,8005
2214,1,1,2,35,32,20120
2215,1,1,4,35,39,7728
2216,1,1,3,120,58,21044
2217,0,1,5,175,42,20016
2218,0,1,1,35,45,20015
2219,1,1,2,130,61,22066
2220,1,1,1,35,75,21286
2221,0,1,2,35,62,8361
2222,1,1,1,110,49,20912
2223,0,1,5,35,63,21401
2224,1,1,4,35,62,8540
2225,1,1,2,90,65,20155
2226,0,1,1,120,57,20814
2227,1,1,2,50,58,8204
2228,0,1,5,50,46,21093
2229,1,1,3,35,34,8205
2230,0,1,2,35,53,8016
2231,0,1,4,40,62,8051
2232,0,1,1,35,67,21218
2233,1,1,3,35,44,20853
2234,1,1,3,35,62,19087
2235,1,1,5,35,47,8550
2236,1,1,7,35,53,20855
2237,1,1,4,35,70,22310
2238,1,1,4,35,45,19087
2239,0,1,2,35,57,20002
2240,0,1,2,50,78,21093
2241,1,1,4,60,62,8009
2242,1,0,2,35,43,22611
2243,0,1,1,35,80,19087
2244,1,1,7,60,44,21074
2245,1,1,5,35,39,19006
2246,0,1,4,35,53,8527
2247,1,1,5,45,48,8054
2248,0,1,3,35,64,19115
2249,1,1,1,40,83,8402
2250,1,1,3,175,47,7726
2251,1,1,2,70,44,20852
2252,1,1,2,35,69,20854
2253,1,1,1,65,79,20181
2254,0,1,4,35,58,21044
2255,1,1,2,125,43,20817
2256,1,1,3,130,52,23185
2257,0,1,1,35,47,22205
2258,0,1,3,65,34,21157
2259,0,1,1,35,45,21122
2260,1,1,2,50,52,19038
2261,1,1,2,35,22,20815
2262,1,1,2,165,70,20007
2263,1,1,2,35,63,7726
2264,1,0,2,90,31,21230
2265,1,1,6,35,45,21774
2266,0,1,3,75,53,20832
2267,1,1,2,35,67,19067
2268,0,1,4,35,47,19067
2269,1,1,4,65,39,21029
2270,0,1,3,35,35,8107
2271,1,1,2,45,60,20814
2272,0,1,5,60,48,21401
2273,1,1,3,45,75,19027
2274,0,1,1,35,42,22181
2275,1,1,1,35,36,23233
2276,1,1,1,40,79,8724
2277,1,1,2,105,59,20910
2278,1,1,2,35,36,19083
2279,1,1,5,175,49,19004
2280,1,1,2,50,51,21044
2281,0,1,3,95,88,20906
2282,1,1,2,35,49,19002
2283,0,1,1,45,49,8088
2284,0,1,1,65,50,8037
2285,1,1,5,45,71,21228
2286,1,1,4,35,53,19446
2287,1,1,2,175,62,22301
2288,0,1,4,175,49,20016
2289,1,1,1,35,60,20817
2290,0,1,1,35,72,18966
2291,1,1,3,175,46,20854
2292,0,1,2,115,48,21163
2293,1,1,3,75,60,20170
2294,1,0,1,35,83,20904
2295,1,1,4,80,52,8055
2296,1,1,2,35,87,8223
2297,0,1,2,85,56,21234
2298,0,1,6,55,52,21157
2299,0,1,2,65,54,21234
2300,1,1,2,35,57,21157
2301,0,1,3,35,55,21209
2302,0,1,2,35,64,20124
2303,1,1,3,120,45,22015
2304,1,1,1,65,43,21236
2305,1,1,2,35,85,20707
2306,0,1,2,35,77,8619
2307,0,1,3,160,36,8816
2308,1,1,3,65,52,21014
2309,1,1,3,35,62,19053
2310,0,1,1,35,48,21702
2311,0,1,2,35,66,8098
2312,1,1,3,35,56,21144
2313,1,1,4,150,53,22206
2314,1,1,5,35,59,21122
2315,1,1,2,35,86,22407
2316,1,1,3,60,62,22310
2317,0,1,2,85,42,20817
2318,1,1,2,165,78,22003
2319,0,1,1,35,54,21230
2320,0,1,3,35,77,21044
2321,0,1,2,55,46,22602
2322,0,0,1,35,41,20723
2323,0,1,2,35,52,22206
2324,1,1,2,85,59,20708
2325,0,1,4,110,44,20165
2326,1,1,5,55,38,24060
2327,1,1,4,45,59,8234
2328,1,1,2,35,46,21104
2329,1,1,3,175,55,21784
2330,0,1,3,35,66,20109
2331,0,1,1,55,53,20170
2332,0,1,1,90,43,21212
2333,0,1,1,35,65,23233
2334,0,1,2,35,44,8234
2335,1,1,2,60,40,22033
2336,1,1,3,35,71,20707
2337,1,1,2,35,64,20832
2338,0,1,4,65,40,8234
2339,1,1,2,100,42,21029
2340,0,1,3,35,70,20854
2341,0,1,3,35,56,19010
2342,1,1,4,90,36,21146
2343,0,1,1,35,43,8051
2344,1,1,2,175,58,8034
2345,1,1,6,165,48,21157
2346,1,1,2,35,61,22003
2347,0,1,6,35,38,22191
2348,0,1,4,45,29,20120
2349,1,1,2,35,55,8053
2350,1,1,4,175,65,19067
2351,1,1,3,105,48,20110
2352,0,1,3,65,61,21093
2353,0,1,3,50,43,8077
2354,0,1,5,35,63,20815
2355,1,1,1,35,41,23233
2356,1,1,3,35,58,20904
2357,1,1,2,35,44,22206
2358,1,1,2,135,70,21234
2359,1,1,3,60,66,20181
2360,1,1,4,35,74,21044
2361,1,1,2,35,54,21074
2362,1,1,2,175,72,21037
2363,1,1,1,90,81,22150
2364,1,1,2,35,59,8055
2365,1,1,5,130,69,23229
2366,0,1,3,35,36,8505
2367,0,1,2,175,48,22039
2368,1,1,1,45,61,22041
2369,0,1,2,35,33,8043
2370,0,1,1,35,46,19124
2371,0,1,1,50,47,22204
2372,0,1,2,35,78,19087
2373,1,1,4,40,68,8721
2374,0,1,2,35,46,8402
2375,1,1,4,175,61,21044
2376,1,1,2,95,39,8055
2377,1,1,2,35,73,24060
2378,1,1,4,90,50,19047
2379,0,1,4,40,50,19083
2380,0,1,3,65,54,8215
2381,0,1,1,140,60,22192
2382,0,1,1,35,85,8690
2383,1,1,1,65,55,8550
2384,1,1,3,175,51,23113
2385,1,0,5,125,40,22304
2386,1,1,4,175,40,24060
2387,0,1,3,35,41,8332
2388,1,1,3,35,46,8096
2389,0,1,2,85,71,23185
2390,0,1,4,115,47,22153
2391,1,1,4,80,44,8534
2392,1,1,1,55,44,20148
2393,0,1,1,175,54,8318
2394,1,1,3,35,70,22205
2395,1,1,5,50,54,8550
2396,0,1,1,35,64,21048
2397,1,1,4,35,56,20169
2398,1,0,1,35,56,22315
2399,0,1,3,175,64,22206
2400,0,1,1,35,78,19154
2401,0,1,1,35,78,20876
2402,0,1,2,35,52,8332
2403,0,1,3,35,38,18966
2404,1,1,4,45,60,22405
2405,1,0,1,35,27,22201
2406,0,1,4,35,39,21401
2407,1,1,7,85,47,8361
2408,1,1,3,55,53,22101
2409,1,1,4,170,72,20854
2410,0,1,5,40,64,8007
2411,1,1,4,70,55,22192
2412,0,1,3,50,49,20905
2413,1,1,1,55,54,22192
2414,1,1,2,35,85,19128
2415,1,1,4,35,61,8054
2416,1,1,5,65,46,21401
2417,0,1,3,175,75,22066
2418,1,0,3,35,54,19067
2419,1,1,6,155,50,20120
2420,1,1,3,35,46,20815
2421,1,1,6,35,39,21771
2422,1,1,2,35,62,22046
2423,0,1,2,35,68,8221
2424,0,1,3,175,54,22101
2425,1,1,4,35,42,22042
2426,0,1,2,40,57,8021
2427,1,0,2,35,55,8090
2428,0,1,3,45,33,8016
2429,1,1,4,35,63,21229
2430,0,1,2,40,69,8731
2431,0,1,2,65,80,19119
2432,1,1,4,35,47,20832
2433,1,1,7,35,51,20902
2434,1,1,2,35,38,20832
2435,0,1,3,95,56,22003
2436,1,1,5,35,56,22152
2437,1,1,5,60,58,20832
2438,0,1,3,65,45,8055
2439,0,1,1,45,41,21403
2440,0,1,2,35,58,19067
2441,0,1,1,35,77,21158
2442,1,1,3,45,50,21738
2443,0,1,5,35,55,21015
2444,1,1,3,35,35,21113
2445,1,0,1,45,59,8012
2446,0,1,1,140,45,20120
2447,1,1,5,175,57,20112
2448,1,1,3,55,45,20187
2449,1,1,4,55,47,20866
2450,1,1,5,35,40,21771
2451,1,1,3,90,47,21784
2452,1,1,7,110,46,22030
2453,1,1,1,175,44,19119
2454,1,1,1,70,54,18940
2455,0,1,5,115,43,20854
2456,1,1,2,110,67,22182
2457,1,1,4,170,47,8054
2458,0,1,3,175,40,23233
2459,1,1,2,55,64,21133
2460,0,0,1,35,61,20121
2461,0,0,2,35,42,21286
2462,0,1,4,70,54,21234
2463,0,1,5,35,81,21042
2464,1,1,2,175,63,21093
2465,0,1,2,80,45,8053
2466,0,1,3,35,58,21044
2467,1,1,2,35,72,8108
2468,1,1,1,85,52,8540
2469,0,1,1,35,55,20740
2470,0,1,2,35,34,22033
2471,1,1,4,80,45,20720
2472,1,1,4,35,79,21771
2473,0,1,4,55,55,20876
2474,1,0,1,35,80,22311
2475,0,1,5,40,51,20112
2476,0,1,2,35,68,18901
2477,1,1,2,35,32,22301
2478,0,1,1,35,58,21209
2479,1,1,2,35,59,21210
2480,1,0,1,35,38,20007
2481,0,1,3,35,43,20112
2482,0,0,1,35,50,21209
2483,1,0,1,35,42,19446
2484,1,1,1,75,46,8648
2485,1,0,3,35,59,21032
2486,0,1,3,35,64,20895
2487,1,1,3,35,55,8330
2488,0,1,2,35,65,20175
2489,1,1,3,135,52,21209
2490,1,1,1,35,73,21093
2491,1,1,4,35,71,21158
2492,0,1,1,45,71,22003
2493,0,1,4,50,43,22015
2494,0,1,3,35,46,21122
2495,1,1,5,35,45,20817
2496,0,1,1,75,86,22312
2497,1,1,2,65,65,18901
2498,0,1,1,120,54,22201
2499,0,1,2,35,49,23229
2500,1,1,4,175,50,22066
2501,0,1,1,35,78,20794
2502,1,1,3,45,63,22192
2503,1,1,2,35,53,21771
2504,1,1,4,35,43,21075
2505,0,1,1,90,83,21401
2506,0,1,1,35,80,22304
2507,1,1,2,140,51,8226
2508,1,1,4,70,43,8003
2509,0,1,5,175,47,22039
2510,1,1,3,35,57,23233
2511,1,1,5,105,48,21784
2512,0,1,2,175,56,20191
2513,1,1,4,35,62,19083
2514,1,1,4,75,56,19154
2515,1,1,6,105,36,21113
2516,1,1,2,105,51,22181
2517,1,1,2,160,68,22201
2518,1,1,3,35,54,8527
2519,1,1,4,35,44,7726
2520,1,1,2,70,38,8077
2521,1,1,3,35,47,22152
2522,1,1,4,175,43,21029
2523,0,0,1,100,52,21204
2524,1,1,1,35,85,22046
2525,1,1,1,135,49,23229
2526,0,0,1,35,50,21701
2527,1,1,2,95,46,8080
2528,0,1,2,55,67,20905
2529,1,1,2,35,50,22601
2530,0,1,3,60,42,18940
2531,0,1,2,35,67,19083
2532,1,1,2,55,47,8302
2533,1,1,5,150,49,19067
2534,1,1,3,175,44,22611
2535,1,1,1,80,46,22202
2536,0,1,1,175,47,8690
2537,0,1,2,35,58,23185
2538,1,1,3,50,61,20165
2539,1,1,2,175,65,21212
2540,1,1,4,35,68,20782
2541,0,1,2,35,79,19130
2542,1,1,2,35,64,22901
2543,1,1,2,35,40,8540
2544,0,1,4,35,61,8087
2545,0,1,3,55,50,22180
2546,0,1,3,35,70,22030
2547,1,1,2,125,48,21204
2548,1,1,2,110,64,8540
2549,1,1,5,110,54,21209
2550,1,1,2,35,45,8096
2551,1,1,4,105,47,21403
2552,1,1,3,85,59,22901
2553,0,0,2,35,74,8096
2554,1,1,1,35,73,8724
2555,1,1,3,35,59,19096
2556,0,1,1,85,80,19128
2557,1,1,3,155,57,21030
2558,0,1,2,35,61,21212
2559,0,1,1,35,52,8050
2560,1,1,2,150,38,22302
2561,1,1,3,175,53,20187
2562,1,0,1,35,69,8043
2563,0,1,3,35,46,24060
2564,1,1,2,175,41,21204
2565,0,1,1,35,44,22079
2566,1,1,3,65,44,8505
2567,1,1,1,70,73,22407
2568,0,1,4,35,52,8753
2569,1,1,4,140,53,8402
2570,0,1,1,35,58,22066
2571,1,1,2,70,81,8005
2572,1,1,3,105,44,22015
2573,1,1,3,175,61,21090
2574,0,1,1,175,47,8534
2575,1,1,1,35,75,20008
2576,1,1,4,35,37,22102
2577,0,1,1,35,35,22039
2578,0,1,2,35,75,8691
2579,1,1,4,35,57,22213
2580,1,1,4,35,50,19087
2581,1,1,2,115,67,22039
2582,1,1,3,95,43,20147
2583,1,1,4,35,60,22015
2584,0,0,2,35,86,19128
2585,0,1,1,115,62,21403
2586,1,1,1,175,57,22030
2587,1,1,2,175,62,20815
2588,1,1,2,45,52,21122
2589,0,1,2,35,33,21774
2590,1,1,4,50,60,8065
2591,1,1,1,60,79,22031
2592,0,1,3,60,49,21401
2593,1,1,4,125,57,8091
2594,0,1,2,35,77,21122
2595,1,1,2,130,55,22015
2596,0,1,5,35,63,21035
2597,1,1,3,35,45,21702
2598,0,1,1,35,53,21401
2599,1,1,2,35,44,8106
2600,1,1,4,35,53,21014
2601,0,1,1,75,74,19067
2602,1,1,1,35,46,20782
2603,1,1,8,35,50,20910
2604,1,1,2,35,30,8056
2605,1,1,2,40,68,20832
2606,1,0,1,60,35,8534
2607,1,1,2,35,50,20878
2608,1,1,1,35,63,8210
2609,1,1,1,35,52,22079
2610,0,1,5,115,65,8520
2611,1,1,1,35,51,21212
2612,1,1,1,35,53,20037
2613,1,1,4,85,52,20874
2614,0,1,2,35,76,19154
2615,1,1,2,95,56,19128
2616,0,1,2,175,50,22314
2617,1,1,2,45,78,8742
2618,0,1,2,35,33,20878
2619,1,1,1,70,38,20147
2620,0,1,1,35,43,23113
2621,0,1,2,60,56,22204
2622,1,1,2,35,87,21228
2623,1,1,1,175,77,8550
2624,0,1,4,35,51,20877
2625,1,1,1,35,84,20904
2626,0,1,2,175,48,20895
2627,1,1,3,80,63,19002
2628,1,1,3,35,64,22405
2629,0,1,5,125,49,21042
2630,0,1,2,125,61,21212
2631,1,1,3,35,60,22192
2632,1,1,4,35,45,22193
2633,1,1,3,35,61,22042
2634,0,1,1,75,47,8084
2635,1,1,2,50,56,8540
2636,1,1,3,35,48,8723
2637,1,1,5,35,49,8757
2638,1,1,4,35,55,19111
2639,1,1,4,130,50,20815
2640,0,1,4,95,44,20187
2641,0,1,3,55,44,20003
2642,1,1,4,35,52,20817
2643,1,1,1,65,30,20901
2644,1,1,2,50,78,8022
2645,0,1,3,60,62,21044
2646,1,1,3,175,59,19067
2647,1,1,2,100,59,20882
2648,1,1,2,35,79,8753
2649,0,1,1,35,50,22182
2650,1,1,2,35,62,22206
2651,1,1,2,35,84,8742
2652,0,1,5,35,49,20854
2653,0,1,3,35,34,20170
2654,1,1,5,35,55,20861
2655,1,1,5,120,47,20878
2656,0,1,2,35,48,22312
2657,1,1,4,60,69,21401
2658,1,0,2,40,56,21208
2659,1,1,4,110,40,21054
2660,1,1,2,95,34,20910
2661,1,1,3,95,49,8054
2662,1,1,2,150,50,21060
2663,0,1,3,35,60,7726
2664,0,1,3,105,39,7728
2665,1,1,4,60,63,22003
2666,1,1,1,60,51,21236
2667,0,1,2,35,71,22102
2668,0,1,4,35,52,20854
2669,1,1,5,115,46,21208
2670,1,1,1,90,54,21093
2671,0,1,2,40,79,8087
2672,1,1,5,75,60,8080
2673,0,1,2,35,58,20124
2674,1,1,2,35,70,19115
2675,1,1,3,100,59,22033
2676,0,1,1,35,43,20715
2677,1,1,2,145,63,21014
2678,1,1,2,35,81,21207
2679,1,1,2,65,63,22030
2680,1,1,3,35,57,20124
2681,0,1,2,35,69,21093
2682,1,1,3,175,75,22307
2683,0,1,4,35,55,20906
2684,1,1,6,155,57,20878
2685,0,1,3,110,56,20003
2686,0,0,2,70,83,22901
2687,1,1,1,40,80,22302
2688,1,1,4,35,50,21015
2689,0,1,2,60,48,21014
2690,1,1,2,40,43,20147
2691,0,1,3,175,61,21228
2692,1,1,4,35,58,21044
2693,1,1,4,70,62,21158
2694,0,1,3,65,71,20853
2695,0,1,4,50,63,22202
2696,1,1,2,120,85,22003
2697,1,1,5,35,51,22207
2698,1,1,2,65,38,8054
2699,1,1,2,130,65,21012
2700,1,1,3,35,49,19446
2701,1,1,1,35,35,20147
2702,1,1,3,60,47,8721
2703,1,1,2,80,63,21044
2704,0,1,5,175,58,8060
2705,0,1,4,80,50,7728
2706,0,1,2,35,44,21228
2707,1,1,5,60,56,8610
2708,1,1,3,175,57,23229
2709,0,1,2,35,58,20155
2710,1,1,2,155,64,22030
2711,1,1,3,75,63,20171
2712,0,1,1,35,32,22310
2713,0,1,1,50,90,21146
2714,0,1,2,175,45,20151
2715,0,1,1,35,63,23185
2716,1,1,3,35,56,8721
2717,0,1,4,35,43,8723
2718,1,1,4,70,55,20191
2719,1,1,3,35,72,8755
2720,0,0,2,35,84,21234
2721,1,0,4,135,46,20910
2722,0,1,3,120,63,22401
2723,0,1,2,65,41,20124
2724,0,1,3,35,77,8005
2725,1,1,2,40,36,19083
2726,1,1,2,35,90,20906
2727,1,1,4,80,53,20155
2728,0,1,3,35,66,8043
2729,0,1,2,45,53,20015
2730,1,1,5,175,68,18901
2731,1,1,3,100,73,21093
2732,1,1,3,50,51,8077
2733,1,1,4,35,54,21012
2734,0,1,2,35,44,20832
2735,0,1,2,35,40,19130
2736,0,1,3,75,56,21401
2737,1,1,5,35,64,22032
2738,0,1,5,45,34,21774
2739,1,1,3,55,38,7726
2740,1,1,2,35,40,20136
2741,0,1,4,170,65,21234
2742,1,1,5,125,39,21227
2743,1,1,2,105,46,22124
2744,1,0,2,80,37,21054
2745,0,1,1,35,36,18966
2746,1,1,3,40,62,20191
2747,1,1,6,35,46,21771
2748,0,1,4,35,64,22602
2749,0,1,4,100,59,22101
2750,1,1,1,35,46,8107
2751,1,1,2,35,62,21234
2752,0,1,3,35,62,22042
2753,1,1,3,65,54,18966
2754,1,1,2,35,62,8046
2755,1,1,6,35,36,24060
2756,0,1,4,35,61,8723
2757,1,1,3,35,52,19087
2758,1,1,2,105,55,20854
2759,0,0,1,90,36,20852
2760,1,1,6,100,43,8034
2761,1,1,4,175,48,21015
2762,1,1,4,160,58,8080
2763,0,0,1,35,50,22043
2764,1,1,3,35,43,8648
2765,1,1,4,35,55,8055
2766,0,1,3,45,49,20905
2767,1,1,3,35,50,20816
2768,1,1,3,55,56,22039
2769,1,1,2,65,51,8021
2770,0,1,3,35,62,8204
2771,1,1,1,45,33,19087
2772,0,1,1,70,58,8094
2773,1,1,1,45,34,21093
2774,1,1,4,65,57,19047
2775,0,1,3,100,63,18901
2776,1,1,4,35,42,22039
2777,1,1,2,85,61,22304
2778,0,1,1,35,63,8361
2779,1,1,3,45,46,18901
2780,1,1,2,85,45,8225
2781,0,1,2,175,57,19067
2782,0,1,5,45,54,21074
2783,0,1,2,35,47,8053
2784,1,1,3,55,65,20874
2785,1,1,2,35,52,22032
2786,1,1,2,35,49,8002
2787,0,1,4,35,49,19038
2788,1,1,6,45,52,8225
2789,1,1,3,35,42,8742
2790,1,0,1,45,55,18966
2791,1,1,4,125,57,20191
2792,1,1,3,35,34,21771
2793,0,1,2,35,79,8723
2794,1,1,5,95,45,21286
2795,0,1,3,35,55,20136
2796,1,1,4,35,66,22003
2797,1,1,4,45,67,8088
2798,1,1,1,165,54,22308
2799,1,1,5,35,43,21701
2800,1,1,3,80,66,21401
2801,1,1,5,35,50,20165
2802,0,1,3,35,56,21029
2803,0,1,3,35,49,22901
2804,1,1,5,130,49,8009
2805,1,1,2,85,51,20901
2806,1,1,2,35,45,8003
2807,0,1,3,85,59,22102
2808,1,1,2,75,70,21212
2809,0,1,1,35,67,20008
2810,1,1,3,70,60,7726
2811,1,1,4,35,45,19002
2812,1,1,2,45,77,22611
2813,1,1,4,130,51,18940
2814,1,1,3,175,45,21015
2815,0,1,2,35,37,22180
2816,1,1,2,35,75,8816
2817,1,1,3,115,37,20152
2818,1,1,4,35,54,21015
2819,0,1,1,175,75,21209
2820,1,1,4,105,43,18940
2821,1,1,2,105,53,19004
2822,0,1,2,35,42,21401
2823,0,1,4,35,47,21035
2824,0,1,4,35,61,8098
2825,1,1,3,65,47,20872
2826,0,1,2,35,77,20815
2827,0,1,1,90,48,22601
2828,0,1,3,35,39,22042
2829,1,1,4,35,50,21074
2830,1,1,4,90,42,20110
2831,1,1,2,40,66,8318
2832,1,1,3,35,84,8759
2833,1,1,4,60,56,8816
2834,1,1,1,35,42,22301
2835,1,1,1,35,60,19020
2836,1,1,3,90,77,21210
2837,1,1,3,35,32,20132
2838,1,1,4,175,76,22101
2839,1,1,8,175,41,22181
2840,1,1,3,75,60,22192
2841,0,1,1,65,83,20854
2842,0,1,5,35,47,8055
2843,1,1,2,40,57,7726
2844,0,1,1,35,41,20705
2845,1,1,5,115,50,20854
2846,1,1,2,35,62,22066
2847,0,1,3,175,49,20850
2848,1,1,2,35,69,19135
2849,1,1,2,40,56,21403
2850,0,1,2,60,58,21046
2851,0,1,2,35,75,8332
2852,0,1,2,100,80,8550
2853,1,1,3,35,46,20720
2854,0,1,2,35,76,8078
2855,0,1,4,175,49,21014
2856,1,1,3,35,46,8016
2857,1,1,3,65,68,20832
2858,1,1,3,60,46,7728
2859,1,1,3,80,39,20152
2860,0,1,3,55,66,22308
2861,1,1,2,85,46,19087
2862,1,1,3,40,55,19087
2863,0,1,2,35,59,8090
2864,0,1,2,45,76,8753
2865,0,1,4,35,61,20854
2866,1,0,1,175,57,8742
2867,0,1,1,35,41,22304
2868,0,1,1,40,33,22015
2869,1,1,4,35,58,20770
2870,0,1,3,95,64,22205
2871,0,1,2,75,82,20016
2872,1,1,4,175,56,7726
2873,1,1,2,35,63,8033
2874,1,1,3,35,58,20120
2875,1,1,3,35,66,22033
2876,1,1,2,175,56,19083
2877,0,1,2,55,32,19111
2878,1,1,7,60,44,21042
2879,1,1,6,70,40,8873
2880,0,1,1,35,58,19053
2881,0,1,4,50,58,8060
2882,1,1,3,70,44,22192
2883,1,0,1,45,41,20872
2884,0,1,1,35,58,8003
2885,0,1,4,90,72,20854
2886,1,1,2,175,64,22207
2887,1,1,3,175,55,23185
2888,1,1,3,45,62,21228
2889,1,1,3,70,54,21784
2890,0,1,1,75,56,22601
2891,0,1,3,130,54,21146
2892,0,1,1,100,44,21122
2893,1,1,4,130,42,21029
2894,1,1,3,55,41,21771
2895,1,1,6,35,54,8043
2896,1,1,2,85,58,20707
2897,1,1,5,35,59,22205
2898,1,1,3,85,56,21702
2899,0,1,1,120,47,18940
2900,1,0,2,75,75,8109
2901,1,1,6,75,47,18940
2902,0,1,4,35,38,20194
2903,0,1,2,35,67,21093
2904,0,1,1,50,69,20901
2905,1,1,3,35,68,20770
